user,text,place,created_at
Denise Gotell,The power of ?positivity?!!,"Ottawa, Ontario",Sun Mar 31 12:25:26 +0000 2019
youremysunshinetarot,Be ??&amp;??will come. ????#SelfUnconditionalLove #SelfCare #IamWorthyofUnconditionalSelfLove #IamLove #IamLoved? https://t.co/LJ2VQ7zbOR,"Ottawa, Ontario",Sun Mar 31 12:26:05 +0000 2019
Camden Ripley,Why did the crowd look odd during first days of @ultra this year? Just odd I guess not seeing the trees and the bac? https://t.co/T6kKYcCdpj,"New York, USA",Sun Mar 31 12:26:31 +0000 2019
March?s d'Ottawa Markets,"We got some nice maple sweets from Pure Maple and Honey yesterday. If you missed it, our #Maple Sugar Celebration c? https://t.co/VuvnA5uPkX",Byward Market,Sun Mar 31 12:26:43 +0000 2019
Barbara Klar,When you touch my heart I can feel the weight of your soul.    #scale #measureofweight #earrings #silverandgold? https://t.co/PIGVDCCqYI,"New York, USA",Sun Mar 31 12:27:01 +0000 2019
Marcia Bratti,@AngryandAsian @wesing4blue This is unacceptable and you are right to be upset. A real resister would have shown acceptance and not hate. ???,"New York, USA",Sun Mar 31 12:27:01 +0000 2019
Don Tetrault,@GeorgePapa19 Crooked coup members?- prosecute them all NOW,"New York, USA",Sun Mar 31 12:27:02 +0000 2019
Kim Hellemans,@MCAudet1 @AbizaidAlfie @uOHealthRes @TheRoyalMHC @uOttawaHealthSc Yaaasssss! Way to go @MCAudet1 ????????????????????,"Ottawa, Ontario",Sun Mar 31 12:27:29 +0000 2019
MJS,@CFRAOttawa @DahliaKurtz It?s s boring job obv keep him,"Ottawa, Ontario",Sun Mar 31 12:27:33 +0000 2019
velomarc,@EveCatherine_ une marche matinal pour un peut d'oxig?ne ?? https://t.co/R687IjDMg1,Canada,Sun Mar 31 12:27:39 +0000 2019
Richard Boyer,"?? Augus McKinnon Young

         (song??/producer) 
          31st, March 1955
        Glasgow, Scotland, ????","New York, USA",Sun Mar 31 12:27:43 +0000 2019
Rosemary Moore,@CBSNews Trump scum,"New York, USA",Sun Mar 31 12:27:45 +0000 2019
Scott Gorry,@LMKM27 @sunlorrie @JustinTrudeau I would imagine if the media looked into his itinerary on the day of and day afte? https://t.co/YN6VS9RZje,"Ottawa, Ontario",Sun Mar 31 12:27:55 +0000 2019
Brittany Houston,T O  M Y  C L I E N T S  salonfivefortyeight #ottawahair #ottawahairsalon #ottawahairstylist #salonfivefortyeight @? https://t.co/bcgCGPgYzr,"Ottawa, Ontario",Sun Mar 31 12:27:57 +0000 2019
Chantal Biro-Schad,We love seeing how one of the Veronicas from @veronicabeard wear their own design such as The striped BROOME sweate? https://t.co/9pJXshoSl4,"Ottawa, Ontario",Sun Mar 31 12:28:13 +0000 2019
John Robert,Go ahead and stick this LYING LOSER closet alcoholic. Let's see where that gets you. He was a dirty opportunist as? https://t.co/nA38FRB5cV,"New York, USA",Sun Mar 31 12:28:16 +0000 2019
Darryl Young,"Lace up and support @teambrokenearth by attending our
Family friendly chip-timed Fun Run &amp; BBQ. All proceeds will g? https://t.co/V3zOgUh7rb","Ottawa, Ontario",Sun Mar 31 12:28:23 +0000 2019
Kim Hellemans,So true. Thank you @cbcwhitecoat for discussing #fasd!,"Ottawa, Ontario",Sun Mar 31 12:28:50 +0000 2019
Vihar patel ????,@niiravmodi 108 is the best ....fast service in Gujrat @niiravmodi  please dail,Canada,Sun Mar 31 12:29:54 +0000 2019
"Ottawa,ON Weather","Current Conditions: Light Snow, -1.4?C
Today snow at times mixed with ice pellets ending late this morning then clo? https://t.co/wkWijxHpAI","Ottawa, Ontario",Sun Mar 31 12:30:07 +0000 2019
Kim Hellemans,@HolahanMatthew Maybe that?s why I?m Chair- I don?t get upset when I should ??,"Ottawa, Ontario",Sun Mar 31 12:30:09 +0000 2019
emily?58/59,"we really thought spring was coming, then mother nature pulled a fast one on us overnight ???????? https://t.co/uSLAUT63yK",Canada,Sun Mar 31 12:30:38 +0000 2019
Ms Vlogger,Thank you for being such a great role model and coming to support this event ????,"New York, USA",Sun Mar 31 12:30:46 +0000 2019
WX Ottawa,Sun 08:28: Light Snow; Temp -1.4 C; Windchill -8; Wind NW 27 km/h; Humidity 91%; Press 100.4 kPa / rising. https://t.co/UT5n3KDC2O,"Ottawa, Ontario",Sun Mar 31 12:31:09 +0000 2019
Julio cesar,Ese Moya ni defender puede. Lleg? mal perfilado y le rompieron la cintura.,"Gatineau, Qu?bec",Sun Mar 31 12:31:26 +0000 2019
James Curtin III,@MadiDallas Swap the orange and the finger lakes.,"New York, USA",Sun Mar 31 12:31:35 +0000 2019
Kim Hellemans,@joypathall @eperryinsights @Carleton_U ?? well said as always @joypathall,"Ottawa, Ontario",Sun Mar 31 12:31:40 +0000 2019
Brenda Lee,@PolymathBGD The 3 stooges are paid Trump people on Trumps paid network and are totally clueless to everything.,"New York, USA",Sun Mar 31 12:32:19 +0000 2019
Scott Gorry,I think smthng a lot of people miss in the JWR tape issue is the fact she released the tape after Gerry &amp; Wernick p? https://t.co/BHbTyIxuhT,"Ottawa, Ontario",Sun Mar 31 12:32:29 +0000 2019
velomarc,@vuduquebec @JeanBottari de beau conflit et proc?s a venir,Canada,Sun Mar 31 12:32:45 +0000 2019
Stacy Day-Cummings,Tried these for breakfast this morning instead of going to Tim Horton's.  The English muffin sandwich was not bad? https://t.co/T9ZRFAPYZK,"Ottawa, Ontario",Sun Mar 31 12:33:06 +0000 2019
??Castalatamoney??,@UnboxTherapy Note 10,"Ottawa, Ontario",Sun Mar 31 12:33:19 +0000 2019
Don Tetrault,@tomselliott @ChrisLoesch She is soooo stupid!!!!!?,"New York, USA",Sun Mar 31 12:33:19 +0000 2019
Nicole Becker,@Dajones19 You painted it on yourself and then hide your face???  #SMDH ??,"New York, USA",Sun Mar 31 12:33:22 +0000 2019
C_oraliiie,"Toutes les amiti?s ?voluent, mais les amiti?s sinc?res elles, elles deviennent plus fortes avec le temps #Ralph2? https://t.co/SMbn7mQaY0","New York, USA",Sun Mar 31 12:33:23 +0000 2019
"Mike P. ""Ontario Dad"" Moffatt ????????",You seem nice,"Ottawa, Ontario",Sun Mar 31 12:33:34 +0000 2019
#RideJamesRide,"Hello Ottawa, it's a great day to go for a walk. #autismdoesntEndatFord  #HonourASDMotion #autism","Ottawa, Ontario",Sun Mar 31 12:33:49 +0000 2019
Penelope Gardner,"@KathandAimee Yes, I used a Bunson burner in high school in the 70s, lighting it terrified me so much that I cannot? https://t.co/sjSdk70htr","South Dundas, Ontario",Sun Mar 31 12:34:07 +0000 2019
Jean-Charles Rochon,@ladie_in agree...except for netflix...couldn't care less,"Gatineau, Qu?bec",Sun Mar 31 12:34:13 +0000 2019
Lucky Hare Brewing,"It's a beautiful day in the neighborhood. We are pouring 10 fresh beers from Noon to 7pm with crowlers, growlers an? https://t.co/pVqNdKJ9w9","New York, USA",Sun Mar 31 12:34:25 +0000 2019
SA Morris,"?There should, therefore, be thousands of helping hands willing to break this media cycle on white nationalism. But? https://t.co/KADSpR4j2i","Ottawa, Ontario",Sun Mar 31 12:34:45 +0000 2019
James Curtin III,"@jasonrmcintyre The drew assist was about 3 feet. Maybe a hockey assist?

Grant hill","New York, USA",Sun Mar 31 12:35:03 +0000 2019
Brenda Lee,"@NathanMackBrown @terabytnet @RBReich Thank you for the meme, I am going to save it and send it to the GOP everytim? https://t.co/mhkuJBkmi5","New York, USA",Sun Mar 31 12:35:06 +0000 2019
Mindful Wellness Project,Is your gym following #MRSA protocols? Are you keeping yourself safe? #Gym #Fitness #InfectiousDiseases #GymBacteria https://t.co/UFB0eEy9OP,"Gatineau, Qu?bec",Sun Mar 31 12:35:09 +0000 2019
Jack Briglio,"I've accepted the challenge from @scottchantler to post covers of 7 books I love: no explanations, no reviews, just? https://t.co/GnCOMxPLUV","Ottawa, Ontario",Sun Mar 31 12:35:12 +0000 2019
Jos? J. Rodriguez C.,#TripleFacepalm,"Ottawa, Ontario",Sun Mar 31 12:35:22 +0000 2019
Brenda Lee,@USAO_LosAngeles @cindycrum Will it be televised?,"New York, USA",Sun Mar 31 12:35:34 +0000 2019
The Climate Museum,"As the cost of renewables gets lower, it becomes clearer and clearer that the problem is the control of fossil fuel? https://t.co/c5jfMaZzB5","New York, USA",Sun Mar 31 12:35:40 +0000 2019
Richard Boyer,"?? Michael Geoffrey Ralphs

           (song??/??/??)
          31st, March 1944
Stoke Lacy, Herefordshire, ????","New York, USA",Sun Mar 31 12:35:45 +0000 2019
Melanie,"Careful who you trust, follow, love. There?s cruel blood thirsty people on here.","Papineauville, Qu?bec",Sun Mar 31 12:35:47 +0000 2019
Pablo Samuel Castro,"@alex_peys If it's anthropomorphized, its reach is oversized.","Ottawa, Ontario",Sun Mar 31 12:35:49 +0000 2019
Scott Gorry,?? blows the shit out of the argument the PM didn't get briefed. Their story is simply  ot credible mor believable,"Ottawa, Ontario",Sun Mar 31 12:35:52 +0000 2019
Matthew J. Mitchell,@AndyOstroy @TheRickWilson I like the part where these morons truly believe that certain Orange asshats made their? https://t.co/3UjvOPCq1O,"New York, USA",Sun Mar 31 12:35:55 +0000 2019
Brenda Lee,@ganseyman @ganseykid Good morning M.C. may the walnuts nuts be with you this Sunday morning.,"New York, USA",Sun Mar 31 12:36:26 +0000 2019
Barefoot Seamstress,@Forever21 the code you have on your website for 20% off site wide is not working. Every time I put it in it says i? https://t.co/1fgu013uvb,"New York, USA",Sun Mar 31 12:36:41 +0000 2019
Peter Barillaro,@NRA And they deserve every bit of it. I travel 2 hours to Bass Pro in order to avoid dicks 15 minutes away. Don't? https://t.co/5zhNFQN3zJ,"New York, USA",Sun Mar 31 12:36:48 +0000 2019
Brendan Lyons,@mrsjjee Would definitely require a restructuring of the system as we know it today. I think there is a hybrid in t? https://t.co/jayQ3KHkKa,"New York, USA",Sun Mar 31 12:36:57 +0000 2019
Chelsea Rossignol,Was very happy to attend my first leafs game?? https://t.co/L7M3NAyrJS,"Ottawa, Ontario",Sun Mar 31 12:37:00 +0000 2019
Marco Mion,"How many people are now waking up early to watch @F1 because of @netflix? 

#bahraingp","Ottawa, Ontario",Sun Mar 31 12:37:12 +0000 2019
NYFarmer,"@SlowWaterMvmnt @MachineryPete I think she would be amazed at the beautiful rural lands, forests, working farms. Bu? https://t.co/gzuGrNmjgR","New York, USA",Sun Mar 31 12:37:22 +0000 2019
Paul Galipeau,How does #bm100 not have its own emoji? Or maybe it?s better off this way. ??,"Ottawa, Ontario",Sun Mar 31 12:37:53 +0000 2019
Mikey Cee,@Vin_Palmisano97 @AndrewM Dudr its Game 2. Relax. Holy shit,"New York, USA",Sun Mar 31 12:38:02 +0000 2019
Marco Mion,"How many people are now waking up early to watch @F1 because of @Netflix_CA 

#BahrainGP","Ottawa, Ontario",Sun Mar 31 12:38:13 +0000 2019
Amanda Hassett,I?m spinning out of control.,"New York, USA",Sun Mar 31 12:38:19 +0000 2019
Marcia Bratti,Caption this: https://t.co/VZx5eRY0Tf,"New York, USA",Sun Mar 31 12:38:45 +0000 2019
Jennifer Lee,https://t.co/zq3UKU4gmq,"New York, USA",Sun Mar 31 12:38:51 +0000 2019
Memorial Art Gallery,@suburbanitis #bestdayever ?? #museumlove,"New York, USA",Sun Mar 31 12:39:01 +0000 2019
Marco Mion,"How many people are now waking up early to watch @F1 because of @Netflix_CA!? 

#BahrainGP ????","Ottawa, Ontario",Sun Mar 31 12:39:08 +0000 2019
#RideJamesRide,@JaimeBCBA @fordnation @MacLeodLisa @LisaThompsonMPP Are you here too? We are going to join around km 10.,"Ottawa, Ontario",Sun Mar 31 12:39:10 +0000 2019
FORTHEWXN ??,"Don?t let anybody try to tell you there?s something wrong with working for free.

You just have to work for free for the right people","New York, USA",Sun Mar 31 12:39:19 +0000 2019
L.L.Bean Jobs,"See our latest #Albany, NY job and click to apply: Outdoor Discovery Program Instructor (Kayaking and/or SUP) -? https://t.co/4vyRgIx602","New York, USA",Sun Mar 31 12:39:52 +0000 2019
Rob Maciol,"For the 7th consecutive year, I?ve had the honor to coach the Cops Team in a charity basketball game to benefit Jos? https://t.co/pbOexPctx5","New York, USA",Sun Mar 31 12:40:03 +0000 2019
DigDug,@AshleyPetty_ Good job Ashley. You have a firm base to build on. Here's to meeting your future goals. ??????????,"New York, USA",Sun Mar 31 12:40:13 +0000 2019
FORTHEWXN ??,"Don?t let anybody try to tell you there?s something wrong with working for free.

You have to work for free for the right people","New York, USA",Sun Mar 31 12:40:19 +0000 2019
Gretchen Koehler,"4/5 Fiddler Gretchen Koehler &amp; guitarist Barb Heller// Keene Valley, NY https://t.co/vA4EKmbJp3 https://t.co/Wkv3dYFqra","New York, USA",Sun Mar 31 12:40:22 +0000 2019
Marcia Bratti,????,"New York, USA",Sun Mar 31 12:40:27 +0000 2019
Pranav Nayyar,"RCB needs an overhaul. Poor player selection, poor captaincy and poor auctioning.","Ottawa, Ontario",Sun Mar 31 12:40:34 +0000 2019
Rob Villeneuve,@Oobahs I?m still up for that mission if you are.,"Ottawa, Ontario",Sun Mar 31 12:40:40 +0000 2019
Grant McCagg,@NoPrewf @faith4verlives Nopers.,"Ottawa, Ontario",Sun Mar 31 12:40:43 +0000 2019
Pranav Nayyar,Kohli should be stripped of captaincy. This team doesn?t look like a unit - he doesn?t even know his best opening p? https://t.co/i9PSzZuPkc,"Ottawa, Ontario",Sun Mar 31 12:41:43 +0000 2019
Facundo,????Concrete jungle where dreams are made of ???? en Brooklyn Bridge https://t.co/5QmDwDMX1I,"Nueva York, USA",Sun Mar 31 12:41:44 +0000 2019
highJinx,@BytownParanorm This was my FAV as a kid. I vote for its return as well!,"Ottawa, Ontario",Sun Mar 31 12:42:04 +0000 2019
Queen_A??,Getting this laundry out the way I have a fucking head ache ??,"New York, USA",Sun Mar 31 12:42:25 +0000 2019
Brenda Lee,@MattGertz LOLOL Bingo Bongo and Rudy join the racist tonight on Fox.,"New York, USA",Sun Mar 31 12:42:25 +0000 2019
Marco Mion,"It?s also hard to solely post about one subject or style of shooting. Especially when you have many interests, idea? https://t.co/rXkRR72blq","Ottawa, Ontario",Sun Mar 31 12:42:26 +0000 2019
Marie Maduemezia,Barr drank the koolaid y?all. He didn?t expect the push back he got. This is just the beginning people. Did anyone? https://t.co/DCuvK8gPPs,"New York, USA",Sun Mar 31 12:42:48 +0000 2019
Brenda Lee,@MattGertz Wow she is bashing those who arrested her husband. When is she going to pay the money she owes?,"New York, USA",Sun Mar 31 12:43:40 +0000 2019
Matthew Brooks,Art-chitecture #artomi #sculptureart #spring @ Art Omi https://t.co/AmNkRUsEU6,"New York, USA",Sun Mar 31 12:43:43 +0000 2019
Mikey Cee,@DanClarkSports Id say why didnt you delete your twitter like you said after Machado didnt sign with the Yankees? ??,"New York, USA",Sun Mar 31 12:44:00 +0000 2019
Rayya,I love Fragrancebuy! This is my  go-to online fragrance boutique. Check them out! https://t.co/pdPUqBQ8Sb,"Ottawa, Ontario",Sun Mar 31 12:44:03 +0000 2019
"Town of Lewiston, NY",SNL' has Baldwin's Trump and De Niro's Mueller summarize the Mueller report - CNN https://t.co/kbVxoWjJ5g,"New York, USA",Sun Mar 31 12:44:17 +0000 2019
John Robert,These are the people that Omar and Tlaib are defending. What does that tell you about them? They should not be a pa? https://t.co/X91oE2py9b,"New York, USA",Sun Mar 31 12:44:28 +0000 2019
"Town of Lewiston, NY",https://t.co/w0ylOBf15M,"New York, USA",Sun Mar 31 12:44:38 +0000 2019
Rob Villeneuve,Great speaking with you @rottendoubt. Inspiring to connect on the deeper thoughts of public speaking.  Let?s get on? https://t.co/dvNQ6ZjUsJ,"Ottawa, Ontario",Sun Mar 31 12:44:44 +0000 2019
West Carleton Warriors Peewee A 2019,Congratulations to Renous NB! We know how hard all these teams worked for their communities! We share your pride!@H? https://t.co/4DLOgS2OnE,"Ottawa, Ontario",Sun Mar 31 12:45:11 +0000 2019
Dylan,Honestly hyped for male birth control. Having a silicon noose choking my chicken the whole time really isn?t cutting it,"New York, USA",Sun Mar 31 12:45:47 +0000 2019
Brenda Lee,"@MattGertz Thank you for sharing, Bingo Bongo is very think skinned. I'm blocked by him because he will not answer? https://t.co/sGZTbWTcVi","New York, USA",Sun Mar 31 12:46:01 +0000 2019
Annette Hogan,@maxisnicee @gregcheif @KingJames @_youngsanders1_ this the boy Greg warming up to take you 1v1 ??,"New York, USA",Sun Mar 31 12:46:13 +0000 2019
Matthew Bremer,"New house who dis?
.
.
.
.
.
.
.
.
.
.
#geoffrey #geoffydog #iggy #italiangreyhound #newhouse #upstateny #woof #dog? https://t.co/8Z1REM4TH5","New York, USA",Sun Mar 31 12:46:31 +0000 2019
velomarc,"@LaLoulouC un peut us? il a besoin de repos, mais je suis pas contre un retour dans un autre format",Canada,Sun Mar 31 12:47:47 +0000 2019
NYFarmer,"@DerrickJosi I have been in NYC, Philadelphia, Boston many times now speaking with activists, foodies, people who a? https://t.co/uA7Zbkxitt","New York, USA",Sun Mar 31 12:48:07 +0000 2019
Matthew J. Mitchell,"@rachel_leotta I know, right? It's so great!!","New York, USA",Sun Mar 31 12:48:09 +0000 2019
Brenda Lee,"""Jeanine Pirro"" these are the advertisers a big shout out and thank you to Micelangeo Signorile for this. 
https://t.co/XZOnUgvoLy","New York, USA",Sun Mar 31 12:48:20 +0000 2019
The Festival Gal,100% pure UPS guy takes selfies with all the neighborhood dogs https://t.co/XhT8WhYRKC via @mashable,"New York, USA",Sun Mar 31 12:48:25 +0000 2019
The Honourable Minister of Important Discussions,@badjamjam Yeah...but...my vote is usually based on hair and socks.,"Ottawa, Ontario",Sun Mar 31 12:48:41 +0000 2019
Michael Meath,Agree - looks awesome!!!,"New York, USA",Sun Mar 31 12:48:45 +0000 2019
Anni,@KingdomGospelRa Amen!,"New York, USA",Sun Mar 31 12:48:47 +0000 2019
Vinnie Slimribs (SQG),@TalkFirestorm 1976 tbh.  It's very modest and not in your face,"New York, USA",Sun Mar 31 12:48:58 +0000 2019
Brenda Lee,@aronhenny So racism is ok with you?,"New York, USA",Sun Mar 31 12:49:07 +0000 2019
Jimena,Seriously?,"Ottawa, Ontario",Sun Mar 31 12:49:16 +0000 2019
Karine,"??The environment unites people, it?s different than other kinds of political activism??

?And as environment-relat? https://t.co/Mjjp7IqCAD","Ottawa, Ontario",Sun Mar 31 12:49:42 +0000 2019
Penelope Gardner,"Ladies, I still have Her Majesty on my Canadian money and we are part of the Commonwealth #lovethequeen","South Dundas, Ontario",Sun Mar 31 12:49:49 +0000 2019
Richard Boyer,https://t.co/GtIT1efQ3k,"New York, USA",Sun Mar 31 12:49:49 +0000 2019
LuxVelvet,"#AREYOUCOMING
.
@BabylonOttawa 
screamingo 
official.catalyst @ Babylon Nightclub https://t.co/cLI7IwDhEV","Ottawa, Ontario",Sun Mar 31 12:50:00 +0000 2019
Brenda Lee,"@pam_brundige @Suzanne_4444 Done, thank you Pam for all you do.","New York, USA",Sun Mar 31 12:50:08 +0000 2019
Ottawa Colts Curling Series,Congratulations to Terry Lauzon of @NGCurling who was the winner of this month?s @GoldlineCurling broom courtesy of? https://t.co/SfbWlFiC5W,Metcalfe Curling Club,Sun Mar 31 12:50:08 +0000 2019
The Honourable Minister of Important Discussions,@TorontoStar Okay...uh....should all of us hire a lawyer now?,"Ottawa, Ontario",Sun Mar 31 12:50:24 +0000 2019
DennisVanStaalduinen,@JLeiper @DvdHam @OttSnowCyclist @live_2_bike @Wellington_West It?s pretty stressed. Long bus lineup at Tunney?s 20m ago.,"Ottawa, Ontario",Sun Mar 31 12:50:38 +0000 2019
John Robert,You and your art are irrelevant. Save your breath.,"New York, USA",Sun Mar 31 12:50:40 +0000 2019
NYFarmer,@sedaliafarmer I don?t like to be in any government program,"New York, USA",Sun Mar 31 12:50:43 +0000 2019
NYFarmer,"@SlowWaterMvmnt @MachineryPete Southern tier of NY, north country ... you can really see it in those areas","New York, USA",Sun Mar 31 12:51:21 +0000 2019
Anni,"@KingdomGospelRa Amen! Thank God !
????????","New York, USA",Sun Mar 31 12:51:33 +0000 2019
The Honourable Minister of Important Discussions,@BillTufts Wrong question.,"Ottawa, Ontario",Sun Mar 31 12:51:37 +0000 2019
Dan McCormick,https://t.co/Xsq9gEM7M1,"Ottawa, Ontario",Sun Mar 31 12:51:48 +0000 2019
Janet Wilson,"Wonderful night celebrating music, dance, community and youth @vwbottawa @musicandbeyondott @Shaw_Centre with? https://t.co/srOgRbvALo","Ottawa, Ontario",Sun Mar 31 12:52:16 +0000 2019
Dan McCormick,https://t.co/E3ovKARk2n,"Ottawa, Ontario",Sun Mar 31 12:52:20 +0000 2019
Matthew J. Mitchell,"@davidgura I like your show David, but why the huge man-crush on Beto? Move on, please.","New York, USA",Sun Mar 31 12:52:32 +0000 2019
Shawn Simpson,@Dennis_Prouse Yes. So bring up bottom guys.,"Ottawa, Ontario",Sun Mar 31 12:52:37 +0000 2019
MopaRMaDmaN ?,@Kleidergroessen @Produkt_tipps ??,Canada,Sun Mar 31 12:52:43 +0000 2019
What's Running,"St. Regis, Middle Branch 3c: Running https://t.co/vST5QmsCAW","New York, USA",Sun Mar 31 12:52:47 +0000 2019
Lesley,Lots of fun last night taking in an NHL game with my mama - her first game! https://t.co/Huink8MrbD,"Ottawa, Ontario",Sun Mar 31 12:52:53 +0000 2019
Shawn Simpson,@SaintLeafAdam Agree.,"Ottawa, Ontario",Sun Mar 31 12:52:58 +0000 2019
Cassie E,"Happy Sunday !  My Sundays primarily consists of having good coffee, in bed, creating content and planning out for? https://t.co/uG8pBOi3SN","Ottawa, Ontario",Sun Mar 31 12:53:10 +0000 2019
Gerald Abz,"She?s like fine wine, she gets better with age ?? ?? Happy 23rd Birthday to my ice queen #LeBronYear @ St. Lawrence? https://t.co/dKkQEMyf3s","New York, USA",Sun Mar 31 12:53:13 +0000 2019
Jimena,First female president for them. #girlpower ??????,"Ottawa, Ontario",Sun Mar 31 12:53:24 +0000 2019
velomarc,@choupete450 ?conomie de transport c'est plus ?cologique ??,Canada,Sun Mar 31 12:53:25 +0000 2019
mrossano6970,??????,"New York, USA",Sun Mar 31 12:53:36 +0000 2019
Elaini,Cooper and Dillon brought me breakfast in bed this morning. I have a feeling that I have the best boys ????,"New York, USA",Sun Mar 31 12:53:38 +0000 2019
AirJimmy23 ????,Marc Crawford being 2-0 versus the Leafs should mean an automatic two year contract extension as head coach #Sens,"Ontario, Canada",Sun Mar 31 12:53:56 +0000 2019
Nana Gyamfi,I?ve noticed people be watching my moves too closely,"Ottawa, Ontario",Sun Mar 31 12:54:16 +0000 2019
?paygey,????,"New York, USA",Sun Mar 31 12:54:19 +0000 2019
Pranav Nayyar,"I reiterate this statement. Strip Kohli of captaincy and overhaul this team. No one should be retained next season,? https://t.co/I7Ar4OU0OS","Ottawa, Ontario",Sun Mar 31 12:54:45 +0000 2019
Matthew J. Mitchell,"@TheRickWilson So, you're saying it's possible that Keith could outlive Mick? Are you serious?","New York, USA",Sun Mar 31 12:54:49 +0000 2019
Jenny Sawyer,"@EddieBobbitt @UofLWBB Yes Eddie, Griff?s Downtown","New York, USA",Sun Mar 31 12:55:05 +0000 2019
Dan,The weather may be frightful but this promotion is no joke! Come run with #TeamAwesome at the biggest race in ????? https://t.co/AJnOHykiT4,"Ottawa, Ontario",Sun Mar 31 12:55:07 +0000 2019
Janet Wilson,"Wonderful night celebrating music, dance, community and youth @vwbottawa @musicbeyondott @Shaw_Centre with? https://t.co/iX9khsCkw4","Ottawa, Ontario",Sun Mar 31 12:55:32 +0000 2019
Rob Maciol,Hope to see everyone at the Deerfield Fire Dept from 1p-5p today to show your support for Deputy Sheriff &amp; Fire Chi? https://t.co/HO97Fe706Q,"New York, USA",Sun Mar 31 12:55:49 +0000 2019
Marlene Floyd,"The man. The myth. The legend.

There is a reason why he is the absolute best in the business.

Safe travels.","Gatineau, Qu?bec",Sun Mar 31 12:55:51 +0000 2019
Pranav Nayyar,We?re an easy win for any team in this tournament. They play like kids and Kohli keeps trying to tweak the lineup.? https://t.co/7vFvPIB3hU,"Ottawa, Ontario",Sun Mar 31 12:55:56 +0000 2019
Matthew J. Mitchell,@rolandscahill @DonaldJTrumpJr This! This right here! This is why we call Fox viewers retards! It's stupid shit like this!,"New York, USA",Sun Mar 31 12:56:30 +0000 2019
Dylan,This tweet is fucking gold,"New York, USA",Sun Mar 31 12:56:30 +0000 2019
Jenny Sawyer,#CardProud A program built by champions in the pool and in the classroom. #DidItRight,"New York, USA",Sun Mar 31 12:56:45 +0000 2019
youremysunshinetarot,"#50 Consider Your Foundation:

~ The collective message today comes from the Whispers of Love Oracle Cards by Angel? https://t.co/ksIhrxUoep","Ottawa, Ontario",Sun Mar 31 12:56:45 +0000 2019
twisted tayah,THIS GIRL IS SO DUMB,"New York, USA",Sun Mar 31 12:57:05 +0000 2019
Yusa Bo,the only person you're competing against is you yesterday,"New York, USA",Sun Mar 31 12:57:10 +0000 2019
sylvia baldwin,@HillReporter Good luck with that asshole,"New York, USA",Sun Mar 31 12:57:18 +0000 2019
Julie Anixter,@innerspaeth It was lovely to see this this morning...spending time in DC...love to see you!,"New York, USA",Sun Mar 31 12:57:19 +0000 2019
Fritz Wonnacott,"I'm at Kaboodles Kafe in Akron, NY https://t.co/Bl9Ne51cj3","New York, USA",Sun Mar 31 12:57:25 +0000 2019
Mehdi Saharkhiz,@islamizad ???? ?)),"New York, USA",Sun Mar 31 12:57:34 +0000 2019
Karen ??,#GoodbyeMarch... https://t.co/mMgSEcuvlL,"Gatineau, Qu?bec",Sun Mar 31 12:57:42 +0000 2019
velomarc,@kdmf17 @fredericveilleu @EveCatherine_ j'ai rencontr? un gars comme toi au R.I. on a bien rit lui c'?tais un natif franco,Canada,Sun Mar 31 12:57:43 +0000 2019
AyoT OGALA,Resurrecting this letter for Mother?s Day. It?s an unimaginable blessing to have a mother that lives her life putti? https://t.co/iyOu9H3zLK,"Ottawa, Ontario",Sun Mar 31 12:57:48 +0000 2019
Matthew J. Mitchell,@davidgura Unless some other country decides to invest in this part of the world. Perhaps a country we're not on a? https://t.co/SQj3GNq8bE,"New York, USA",Sun Mar 31 12:58:50 +0000 2019
Architects DCA,How about agreeing to pay all staff? @RAIC_IRAC @ArchitectsJrnal @RIBA @CdnArch,"Ottawa, Ontario",Sun Mar 31 12:58:53 +0000 2019
Brenda Lee,@TeamPelosi @smif99 https://t.co/cYW8HkkPkd,"New York, USA",Sun Mar 31 12:59:03 +0000 2019
Jenifer Cawley,Had an amazingly fun evening with some beautiful ladies for a great cause ????????@GildasRochester? https://t.co/KHukAyD5K5,"New York, USA",Sun Mar 31 12:59:19 +0000 2019
Sean Duffy,Check out @JustDustinn ?s #LEGO boat! Remember to wear your #PFD or #lifejacket when boating! @nodrowningott? https://t.co/SfLsYD37y9,"Ottawa, Ontario",Sun Mar 31 12:59:22 +0000 2019
Sharon Jellybean,"Happy 8 year adopt-aversary to our sweet puppy Percy!  Couldn?t ask for a sweeter dog, full of unconditional love!? https://t.co/pbHU8mCEE4","New York, USA",Sun Mar 31 12:59:26 +0000 2019
The Passion Of The Chris (The White Chris Paul),people on instagram like to feel superior and use the term 'world traveller in training' which means you walked aro? https://t.co/idnb8jHnRP,"Ottawa, Ontario",Sun Mar 31 12:59:40 +0000 2019
Mysteriously Unnamed,"Wind 4.0 mph SW. Barometer 29.818 in, Rising quickly. Temperature 32.5 ?F. Rain today 0.44in. Humidity 95%","New York, USA",Sun Mar 31 13:00:07 +0000 2019
OttawaSafetyCouncil,Here?s a friendly reminder to tune up your bike for the season and get back into riding! You also need to ensure yo? https://t.co/7QeNjt3a03,"Ottawa, Ontario",Sun Mar 31 13:00:07 +0000 2019
